,YEAR,FILM,FILM_ID,COUNTRY,COUNTRY_ID,VOTER,VOTER_ID,DIRECTOR,DIRECTOR_ID,GENDER,GENDER_ID,ROLE,ROLE_ID,name_imdb,name_wikidata,title_imdb,title_wikidata
0,,,,Kazakhstan,86fe85da-add8-4970-9b60-740ac00074c2,Gulnara Abikeyeva,558.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
1,,,,Ireland,f534b851-6753-424d-9aa4-b5b1e77e5017,Lenny Abrahamson,1033.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
2,,,,Turkey,6c077823-74da-40b9-8be4-b0cd57bd46b1,Mehmet Açar,316.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
3,,,,Nigerla,603477b6-e5f7-4e36-815f-95819849a606,Newton Aduaka,1090.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
4,,,,Sweden,09941d9c-a83d-43ba-9592-c4f19bd27129,Eva af Geijerstam,624.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
5,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Kaleem Aftab,444.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
6,,,,Argentina,6d2d9c64-a820-4033-aa1a-52d6b69ad956,Alejandro Agresti,855.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
7,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,Pedro Aguilera,1115.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
8,,,,India,d212face-2dbf-454e-b832-9e91c88618ce,Ashim Ahluwalia,886.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
9,,,,Japan,e8bca697-96ee-4b74-86e5-59971a40451d,Daisuke Akasaka,704.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
10,,,,Iran,8385c6b7-dbe0-43d2-8347-fb79264bcd0d,Mania Akbari,1046.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
11,,,,Iraq,49c46601-99a4-4cc8-86ee-7ba849f0c046,Mohamed Al-Daradji,1081.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
12,,,,Holland,3f5b1643-d502-49ba-b208-101d09a2294b,Mohamed Al-Daradji,1081.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
13,,,,Finland,40bced6d-2782-4c6e-b49e-ab4493bb68b1,Antti Alanen,785.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
14,,,,Argentina,6d2d9c64-a820-4033-aa1a-52d6b69ad956,Marcelo Alderete,364.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
15,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Nigel Algar,247.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Archivist,c2c95170-308f-4a46-b20a-32822870fa50,,,,
16,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,Francisco Algarín Navarro,600.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
17,,,,Pakistan,f4289e26-8e6d-4a3d-8aee-e7797c5be508,Tariq Ali,66.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
18,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Tariq Ali,66.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
19,,,,Russia,1b12f75b-7973-47d7-93e9-20a7f8443e24,Sitora Alieva,95.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
20,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Woody Allen,1200.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
21,,,,Switzerland,66e5234f-387e-410e-ad3e-ee7b5d4d4a1b,Thomas Allenbach,63.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
22,,,,Sweden,09941d9c-a83d-43ba-9592-c4f19bd27129,Gunnar Almer,557.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
23,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Florence Almozini,607.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
24,,,,Argentina,6d2d9c64-a820-4033-aa1a-52d6b69ad956,Lisandro Alonso,1035.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
25,,,,Brazil,d9af0bc5-eaf9-4e9a-92cf-92a9e652a9cd,Tata Amaral,1180.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
26,,,,Brazil,d9af0bc5-eaf9-4e9a-92cf-92a9e652a9cd,Suzana Amaral,1178.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
27,,,,Dubai,195e7d1b-32ce-4fdf-8684-80b01adb1338,Masoud Amralla Al Ali,326.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
28,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Thom Andersen,1183.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
29,,,,Canada,3ad0f5ec-0c0d-496c-887d-3c711f42a067,Jason Anderson,502.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
30,,,,Sweden,09941d9c-a83d-43ba-9592-c4f19bd27129,Roy Andersson,1154.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
31,,,,Serbia,47b74c8d-8f51-4c2e-bc3c-aaa4e57e2b51,Borislav Andjelic,757.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
32,,,,Brazil,d9af0bc5-eaf9-4e9a-92cf-92a9e652a9cd,Fábio Andrade,621.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
33,,,,Norway,454b6ed8-99e1-4b46-96c1-21f70b8c075b,Arild Andresen,884.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
34,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Geoff Andrew,583.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
35,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Nigel Andrews,246.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
36,,,,Argentina,6d2d9c64-a820-4033-aa1a-52d6b69ad956,Mauro Andrizzi,1063.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
37,,,,Indonesia,2c76e27c-b7a2-427a-90c5-15b364159ba3,Joko Anwar,1002.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
38,,,,Italy,e8fa9456-5374-434d-adda-c2b5bbc60823,Adriano Aprà,841.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
39,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Michael Apted,1065.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
40,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Gregg Araki,961.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
41,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,Paula Arantzazu Ruiz,215.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
42,,,,Brazil,d9af0bc5-eaf9-4e9a-92cf-92a9e652a9cd,Inácio Araujo,529.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
43,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,Álvaro Arroba,823.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
44,,,,Russia,1b12f75b-7973-47d7-93e9-20a7f8443e24,Anjelika Artyukh,800.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
45,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Nana Asfour,269.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
46,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,Manuel Asín,369.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
47,,,,Thailand,7fb162c9-25e1-4ab3-ba02-3741d2c8623c,Aditya Assarat,849.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
48,,,,France,07f48d2c-dcca-4fbd-95f2-51d656a65ddb,Olivier Assayas,1099.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
49,,,,Turkey,6c077823-74da-40b9-8be4-b0cd57bd46b1,Kutlug Ataman,1029.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
50,,,,Egypt,5718b48e-6090-42b8-9e11-a2466878a995,Ahmed Atef,852.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
51,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Michael Atkinson,313.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
52,,,,Brazil,d9af0bc5-eaf9-4e9a-92cf-92a9e652a9cd,José Carlos Avellar,466.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
53,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Richard Ayoade,1142.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
54,,,,Turkey,6c077823-74da-40b9-8be4-b0cd57bd46b1,Senem Aytaç,110.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
55,,,,Finland,40bced6d-2782-4c6e-b49e-ab4493bb68b1,Peter von Bagh,196.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
56,,,,Italy,e8fa9456-5374-434d-adda-c2b5bbc60823,Peter von Bagh,196.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
57,,,,Russia,1b12f75b-7973-47d7-93e9-20a7f8443e24,Peter Bagrov,207.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
58,,,,Canada,3ad0f5ec-0c0d-496c-887d-3c711f42a067,Cameron Bailey,748.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
59,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Robin Baker,145.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Archivist,c2c95170-308f-4a46-b20a-32822870fa50,,,,
60,,,,Tunisia,9382a838-1c52-4d0d-96e3-1d3ff23b7971,Mohammed Bakrim,278.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
61,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,César Ballester,732.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
62,,,,Denmark,4bfda1ab-28e8-463b-9ac3-130afb21ad82,Nicolas Barbano,251.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
63,,,,Romania,c3d1a870-8176-4301-977b-fa80d0af92b4,Florin Barbu,605.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
64,,,,Switzerland,66e5234f-387e-410e-ad3e-ee7b5d4d4a1b,Luciano Barisone,382.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
65,,,,Italy,e8fa9456-5374-434d-adda-c2b5bbc60823,Luciano Barisone,382.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
66,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Clio Barnard,915.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
67,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Joslyn Barnes,456.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Other,2390abda-2f08-435b-86d0-394847d587ae,,,,
68,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Charles Barr,731.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
69,,,,Italy,e8fa9456-5374-434d-adda-c2b5bbc60823,Gabriele Barrera,592.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
70,,,,Czech Republic,ed3528f8-4230-4361-844b-fccb0e8b8e96,Jiří Barta,993.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
71,,,,Ireland,f534b851-6753-424d-9aa4-b5b1e77e5017,Ruth Barton,133.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
72,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Nico Baumbach,253.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
73,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Michael Baute,312.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
74,,,,Germany,44602605-9bf4-4477-aeb4-fc9e4c7785df,Michael Baute,312.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
75,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,Juan Antonio Bayona,1011.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
76,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Henry Bean,970.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
77,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Thomas Beard,62.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
78,,,,Czech Republic,ed3528f8-4230-4361-844b-fccb0e8b8e96,Pavel Bednarik,213.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
79,,,,Peru,363857f8-432c-4e90-ad73-252c9bcd5736,Ricardo Bedoya,168.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
80,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Robert Beeson,153.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Distributor,688431b7-c04c-4b8b-9d16-5b446acac827,,,,
81,,,,Germany,44602605-9bf4-4477-aeb4-fc9e4c7785df,Lars-Olav Beier,409.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
82,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,James Bell,518.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
83,,,,France,07f48d2c-dcca-4fbd-95f2-51d656a65ddb,Raymond Bellour,174.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
84,,,,Israel,bd2271bb-7ae0-49cb-8ad8-1e41c44fa8ba,Hagar Ben-Asher,965.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
85,,,,Algeria,67ba6d72-d3b4-4f52-939c-c890c7d06b9c,Mustapha Benfodil,273.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
86,,,,Morocco,61635ca7-2cde-4f45-8d7d-1485014e58be,Faouzi Bensaïdi,943.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
87,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Ronald Bergan,136.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
88,,,,France,07f48d2c-dcca-4fbd-95f2-51d656a65ddb,Ronald Bergan,136.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
89,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Philip Berk,193.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
90,,,,Argentina,6d2d9c64-a820-4033-aa1a-52d6b69ad956,Horacio Bernades,540.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
91,,,,US,a0b3290d-73bf-4920-b5ee-2c7bec6098a4,Michael Berry,311.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
92,,,,Italy,e8fa9456-5374-434d-adda-c2b5bbc60823,Paolo Bertolin,228.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
93,,,,India,d212face-2dbf-454e-b832-9e91c88618ce,Kaushik Bhaumik,435.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
94,,,,Chile,59d33d74-377f-4b63-aa94-d9922aee5e94,Pamela Biénzobas Saffie,230.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
95,,,,Denmark,4bfda1ab-28e8-463b-9ac3-130afb21ad82,Susanne Bier,1177.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
96,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Anne Billson,798.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
97,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Andrew Birkin,866.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
98,,,,Hungary,42db1e48-f2e3-404e-b1b5-07117aed8f87,Tibor Bíró,57.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
99,,,,South Africa,70fed50f-e80c-428c-99de-9095e5d6e1b3,Lizelle Bisschoff,389.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
100,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Lizelle Bisschoff,389.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
101,,,,India,d212face-2dbf-454e-b832-9e91c88618ce,Moinak Biswas,276.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
102,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Anton Bitel,792.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
103,,,,Sweden,09941d9c-a83d-43ba-9592-c4f19bd27129,Stig Björkman,81.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
104,,,,Romania,c3d1a870-8176-4301-977b-fa80d0af92b4,Iulia Blaga,524.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
105,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Les Blank,1034.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
106,,,,Sweden,09941d9c-a83d-43ba-9592-c4f19bd27129,Marten Blomkvist,337.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
107,,,,Germany,44602605-9bf4-4477-aeb4-fc9e4c7785df,Hans-Michael Bock,550.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
108,,,,Montenegro,28c2fd45-5505-4ec5-b92d-3fcdb54e3152,Maja Bogojevic,374.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
109,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,Enrique Bolado,633.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Programmer,62113a53-d867-4086-b2ce-14b59cca8e65,,,,
110,,,,Mexico,32966e58-adac-4596-b021-8daa34462999,Carlos Bonfil,745.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
111,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Guido Bonsaver,560.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
112,,,,Denmark,4bfda1ab-28e8-463b-9ac3-130afb21ad82,Ole Bornedal,1097.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
113,,,,South Africa,70fed50f-e80c-428c-99de-9095e5d6e1b3,Martin Botha,333.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
114,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Josephine Botting,458.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Archivist,c2c95170-308f-4a46-b20a-32822870fa50,,,,
115,,,,Spain,78549c96-7aa5-4a18-9778-21e42d4047a6,Núria Bou,239.0,,,Female,ca894567-3c6f-461d-a696-c8f5ed4a3553,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
116,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Don Boyd,931.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Director,2c9720aa-8afb-4799-a836-e9a6a463e355,,,,
117,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Nick Bradshaw,259.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
118,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Peter Bradshaw,206.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Critic,8d7a5d46-a4b0-4b90-97e3-a7dac1b986be,,,,
119,,,,UK,5c5eadcb-3adf-4f84-8763-2574f37cd16d,Martin Brady,332.0,,,Male,790d9f39-1b04-46b6-b219-de70134e291f,Academic,0d2babe6-4213-4a9f-9bae-ad09473af49c,,,,
