YEAR,FILM,FILM_ID,COUNTRY,COUNTRY_ID,VOTER,VOTER_ID,DIRECTOR,DIRECTOR_ID,GENDER,GENDER_ID,ROLE,ROLE_ID
1948,Portrait of Jennie,4ce2b6b34d0df,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,William Dieterle,dfdd2b98-4deb-4090-ba26-be1e72174aa0,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1950,Portrait of Madame Yuki,4ce2b6bb7b151,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Mizoguchi Kenji,d3cac30b-d034-4746-a8ff-334893ba03b4,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1981,Possession,4ce2b75a9a6a3,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Andrzej Zulawski,5189b1d8-25d5-4f9b-b74e-51f4d425762b,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1981,The Postman Always Rings Twice,4ce2b6bf0fd91,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Bob Rafelson,a776b0cb-dc2e-4cc1-bf4f-c587cd1311cb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1961,"Posto, Il",4ce2b6b354eeb,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Ermanno Olmi,886286cb-ce42-4cac-a781-2bd920632984,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1968,Powers of Ten,4ce2b6de09c53,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Charles/Ray Earnes,3e1c6671-9487-431d-beb5-a426ec5050ec,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2008,Pray the Devil Back to Hell,4ce2b8caae875,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Gini Reticker,b737dbcd-e8a4-415a-8001-a2a647cb98c0,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2008,Precious,4ce2b8c6b6cef,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Lee Daniels,048cd4b6-12d5-4599-aeba-4b747f664d7c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1983,Prenom: Carmen,4ce2b75b69ff2,Switzerland,8bc7391c-66ff-48b4-8dbe-b661dba596a1,,,Jean-Luc Godard,862d4440-010b-46a6-806a-9531cb0c72f7,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1983,Prenom: Carmen,4ce2b75b69ff2,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Jean-Luc Godard,862d4440-010b-46a6-806a-9531cb0c72f7,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1981,Presents,4ce2b75b800e6,Canada,c1f043a5-3e3e-4c78-902b-a622a68ca2b0,,,Michael Snow,dee84680-bbaa-4d39-b2fe-8157d7516af3,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1971,Pretty Maids All in a Row,4ce2b6b36e5a7,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Roger Vadim,47b3a939-6286-4b32-ad5d-b12d864d5c50,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1974,Primate,4ce2b6b376514,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Frederick Wiseman,779df41a-3750-4f6b-b4ca-28c3b4c06a14,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1987,The Princess Bride,4ce2b75c076d9,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Rob Reiner,13fcdd34-19bd-481e-a54c-52d4b096ea8b,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1997,Princess Mononoke,4ce2b806b10cc,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Miyazaki Hayao,fa042e7a-7bfb-42c6-b3ff-060aa55c11f1,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1955,Princess Yang Kwei Fei,4ce2b6bb47e2c,Hong Kong,5c3f81bb-dbcb-4d12-87f6-addcd770f99c,,,Mizoguchi Kenji,d3cac30b-d034-4746-a8ff-334893ba03b4,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1955,Princess Yang Kwei Fei,4ce2b6bb47e2c,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Mizoguchi Kenji,d3cac30b-d034-4746-a8ff-334893ba03b4,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1993,Principio y fin,4ce2b7d12039f,Mexico,562ed02a-d9d7-4237-989d-807219980870,,,Arturo Ripstein,6b2df870-8556-4496-be11-998becf7cc46,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1949,Prison,4ce2b6a9d3c38,Sweden,aaa6f4d7-e773-407e-9320-4ccf74fd1496,,,Ingmar Bergman,033588e7-6be5-48dc-9279-7705b92e98ef,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1970,Private Life of Sherlock Holmes,4ce2b6b38a747,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Billy Wilder,ff2f7b48-9384-4cb7-a121-8c760977bc07,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1970,Private Life of Sherlock Holmes,4ce2b6b38a747,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Billy Wilder,ff2f7b48-9384-4cb7-a121-8c760977bc07,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1980,Proba de microfon,4ce2b6bfc6b58,Romania,ca9e32a8-0b25-429e-b7b1-750f7ffdc778,,,Mircea Daneliuc,50cfe02c-c2fb-415c-ae6d-34f5496f047f,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1968,The Producers,4ce2b6b391ccd,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Mel Brooks,611b8314-a465-4080-9fd4-1cd19cc5fc91,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2008,Profit Motive And The Whispering Wind,4ce2b8cf3ab7f,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,John Gianvito,2cf0e1fa-abdf-4095-a086-fb019c5d489c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1968,Profound Desires of the Gods,4ce2b7337233b,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Imamura Shohei,84e90454-5233-4dc1-a245-ad35ce9f7a78,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2009,A Prophet,4ce2b8d4c7c64,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Jacques Audiard,360d631f-2838-48c5-b914-e76752a2eea7,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2009,A Prophet,4ce2b8d4c7c64,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Jacques Audiard,360d631f-2838-48c5-b914-e76752a2eea7,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1913,Protea,4ce2b6b39aa39,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Victorin-Hippolyte Jasset,86916b27-c3d1-4e4f-b8a1-4a9129476afb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1977,Providence,4ce2b6b39ca6f,Switzerland,8bc7391c-66ff-48b4-8dbe-b661dba596a1,,,Alain Resnais,1d1f3cd5-b739-462d-9489-64c4f4c25fc0,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1977,Providence,4ce2b6b39ca6f,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Alain Resnais,1d1f3cd5-b739-462d-9489-64c4f4c25fc0,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1950,The Prowler,4ce2b6b39cd44,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Joseph Losey,4fd6559d-81a7-4c3c-af40-e5e865e788d1,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1960,Psycho,4ce2b6b39fc24,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Alfred Hitchcock,c3db49fe-5d08-491d-ad54-2cf2017d3194,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1986,Puika,4ce2b75d58117,USSR,b2d24513-33a9-4787-985d-89c8efdd070b,,,Aivars Freimanis,fcfce107-ee82-406e-8eee-1e420d6dbdd5,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1994,Pulp Fiction,4ce2b7c5c1618,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Quentin Tarantino,ad9fa45d-8131-4d1e-93a2-feba508f78d5,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2001,Pulse,4ce2b865de59b,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Kiyoshi Kurosawa,27fe960e-1ebf-4190-a214-8df38f8d16bf,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2002,Punch-Drunk Love,4ce2b87f38ad8,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Paul Thomas Anderson,565afe23-0859-4aba-ba02-1600e3c7891a,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1993,The Puppetmaster,4ce2b7c8951ef,Taiwan,b4cfb48e-478b-4689-aa01-97775ca3fdcb,,,Hsiao-hsien Hou,ba9e0b98-d97c-407b-b23c-338d1a458df4,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1985,The Purple Rose of Cairo,4ce2b6c2df83e,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Woody Allen,7e4f9208-73b2-43e1-95a7-3104da4474bb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1947,Pursued,4ce2b6b3abe91,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Raoul Walsh,86518d7c-081a-4020-91da-924dead7d71a,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1970,Puzzle of a Downfall Child,4ce2b6b3b0227,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Jerry Schatzberg,01770f9d-c5ea-46a8-a04d-997bb997ef53,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1957,Pyaasa,4ce2b75db6ba9,IndiaQ,48e242e5-ffd2-4dab-a1b7-b91f9ff28a16,,,Guru Dutt,e59625f2-6366-49e4-ba79-caa9e4f5ed43,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2010,"Quatro Volte, Le",4ce2b8df3fe94,Switzerland,8bc7391c-66ff-48b4-8dbe-b661dba596a1,,,Michelangelo Frammartino,5ff556cb-e053-4175-a752-5180a5ef1d0c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2010,"Quatro Volte, Le",4ce2b8df3fe94,United Germany,b8b1c511-f93f-4a43-b433-cd83b3705d8a,,,Michelangelo Frammartino,5ff556cb-e053-4175-a752-5180a5ef1d0c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2010,"Quatro Volte, Le",4ce2b8df3fe94,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Michelangelo Frammartino,5ff556cb-e053-4175-a752-5180a5ef1d0c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1931,Queen Kelly,4ce2b6b3b9f72,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Erich von Stroheim,0c49e1a4-b4ff-4469-b21e-f5bf85ec4d33,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2006,Quei loro incontri,4ce2b8c056728,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2006,Quei loro incontri,4ce2b8c056728,Italy,1e072cd7-9961-4c5c-b244-2108b46f7545,,,Jean-Marie Straub/Danièle Huillet,7a2d284b-3e80-4c2b-be46-baa481188dce,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1982,Querelle,4ce2b75e31939,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Rainer Werner Fassbinder,b6ebe82b-dd72-4e38-a52c-d86d0245304c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1982,A Question of Silence,4ce2b7728708a,Netherlands,289b1fa4-13f9-4d24-b86f-3e6433c70a99,,,Marleen Gorris,5b6a835a-5f94-4e15-b378-18958e2909aa,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1968,Quick Billy,4ce2b75e5b0c7,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Bruce Baillie,dc4c9924-6b2f-4866-b164-d3b71484cd39,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1952,The Quiet Man,4ce2b6b3c5012,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,John Ford,b3b61630-3c8c-4ee6-ae45-56e09c7da380,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1992,The Quince Tree Sun,4ce2b7bce9af1,Spain,74a5a2ac-b864-49db-afa5-55ae23f8d99b,,,Víctor Erice,3ca2abeb-0bea-4159-848a-210257160d52,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1964,Quixote,4ce2b75e82e6a,USAR,3767f617-9bd7-46d8-ac65-de5787f016d5,,,Bruce Baillie,dc4c9924-6b2f-4866-b164-d3b71484cd39,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2002,Rabbit Proof Fence,4ce2b850ea66e,Australia,9b89a39d-33d1-4d3f-87c8-cd672a856a51,,,Phillip Noyce,22a551b1-4c81-4c90-889d-9524facee77d,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2002,Rabbit Proof Fence,4ce2b850ea66e,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Phillip Noyce,22a551b1-4c81-4c90-889d-9524facee77d,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1950,Rabbit's Moon,4ce2b73d18059,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Kenneth Anger,fed9ff42-e277-4fd0-91f6-2cb516f75b6f,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1965,Rabočij poselok,4ce2b75e94dcf,USSR,b2d24513-33a9-4787-985d-89c8efdd070b,,,Vladimir Vengerov,1fe3f6a7-0284-486a-bb73-54dd8b3758ab,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1968,Rachel Rachel,4ce2b6b3cc2eb,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Paul Newman,ffb7073d-9927-4a21-b50f-c6c135e1e089,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1987,Radio Days,4ce2b75ec3349,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Woody Allen,7e4f9208-73b2-43e1-95a7-3104da4474bb,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1980,Raging Bull,4ce2b6bf2249d,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Martin Scorsese,b439d8e7-ef65-4a97-8de9-cdb8eb56bc61,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1981,Raiders of the Lost Ark,4ce2b75ef0b3a,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Steven Spielberg,d5b92d67-d57c-4f3f-83d5-2cd004bc355c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1929,Rain,4ce2b6a29f46e,Netherlands,289b1fa4-13f9-4d24-b86f-3e6433c70a99,,,Joris Ivens,6e438ba2-9956-46e0-a649-d4307ba8d140,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1988,Rain Man,4ce2b79875d1e,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Barry Levinson,ac384daa-ea5f-475a-8914-28dfac421642,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1936,Rainbow Dance,4ce2b69c49e09,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Len Lye,407bdb30-ae7c-41ef-92ef-a48f6f6caef9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1997,The Rainmaker,4ce2b7fcacce4,United Germany,b8b1c511-f93f-4a43-b433-cd83b3705d8a,,,Francis Ford Coppola,9f84764d-979d-4b7e-ade3-5d60ff7499d7,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1997,The Rainmaker,4ce2b7fcacce4,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Francis Ford Coppola,9f84764d-979d-4b7e-ade3-5d60ff7499d7,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1991,Raise the Red Lantern,4ce2b7b24d32d,People's Republic of China,ac0a876e-5da0-4f5c-90a7-e36b6f72d613,,,Zhang Yimou,5ab980b6-f9f3-43d4-acbf-e2eaf55d76d9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1991,Raise the Red Lantern,4ce2b7b24d32d,Hong Kong,5c3f81bb-dbcb-4d12-87f6-addcd770f99c,,,Zhang Yimou,5ab980b6-f9f3-43d4-acbf-e2eaf55d76d9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1991,Raise the Red Lantern,4ce2b7b24d32d,Taiwan,b4cfb48e-478b-4689-aa01-97775ca3fdcb,,,Zhang Yimou,5ab980b6-f9f3-43d4-acbf-e2eaf55d76d9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1987,Raising Arizona,4ce2b75f1c842,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Joel & Ethan Coen,50b3036c-d391-4ff1-ba32-0073c6f5fe7c,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1992,Raising Cain,4ce2b7b98d6b0,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Brian De Palma,ff376fd9-0493-4550-a30f-1362a77320e6,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1945,The Rake's Progress,4ce2b6b3e3055,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Sidney Gilliat,3b08fa4f-d8bb-430d-8a9a-9b3c61bfce7b,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2008,Ramchand Pakistani,4ce2b8d705a83,Pakistan,5616bbd8-0dbf-4883-9d37-95e2e4445186,,,Mehreen Jabbar,57ea2646-d73f-4692-9a1e-a5ef05dff2a9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2008,Ramchand Pakistani,4ce2b8d705a83,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Mehreen Jabbar,57ea2646-d73f-4692-9a1e-a5ef05dff2a9,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1985,Ran,4ce2b75f4052d,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Akira Kurosawa,46998d1b-164b-4b06-9ffd-5726e99bf427,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1985,Ran,4ce2b75f4052d,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Akira Kurosawa,46998d1b-164b-4b06-9ffd-5726e99bf427,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1942,Random Harvest,4ce2b6b3e64d3,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Mervyn LeRoy,948652a4-a19a-4099-b37a-9a68b14c652e,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2005,Rang De Basanti,4ce2b8b85dd10,India,8f915019-8771-46d2-919f-e5a1e59c4ba8,,,Rakeysh Omprakash Mehra,5109862b-31a2-44ed-b20d-a3beedb339d5,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1950,Rashomon,4ce2b6b3ec3fe,Japan,f920998c-54b9-4447-8cd1-2e59a226cfaf,,,Akira Kurosawa,46998d1b-164b-4b06-9ffd-5726e99bf427,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1963,Raven's End,4ce2b6ae55cd0,Sweden,aaa6f4d7-e773-407e-9320-4ccf74fd1496,,,Bo Widerberg,7a8df03e-c42c-4265-a81a-51e24d0418c0,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1956,Reach for the Sky,4ce2b6b4008b4,Great Britain,c979543e-dbe5-4ba9-a9a0-76647560d4ca,,,Lewis Gilbert,a821b63d-96c6-418f-9cab-71bb12510d2d,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
2000,A Real Young Lady,4ce2b835c0c46,France,dbd7cecf-766b-4fc0-9290-fca234e4a93a,,,Catherine Breillat,8e463bb3-5ba3-4388-bba1-a5bc55f16d51,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1954,Rear Window,4ce2b6955c6ba,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Alfred Hitchcock,c3db49fe-5d08-491d-ad54-2cf2017d3194,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1940,Rebecca,4ce2b6b40237d,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Alfred Hitchcock,c3db49fe-5d08-491d-ad54-2cf2017d3194,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1992,Rebels of the Neon God,4ce2b7c726e08,Hong Kong,5c3f81bb-dbcb-4d12-87f6-addcd770f99c,,,Tsai Ming Liang,2af2c435-7779-4535-80a3-560b29c9df48,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1992,Rebels of the Neon God,4ce2b7c726e08,Taiwan,b4cfb48e-478b-4689-aa01-97775ca3fdcb,,,Tsai Ming Liang,2af2c435-7779-4535-80a3-560b29c9df48,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1949,The Reckless Moment,4ce2b6b4071f3,USA,e034ecab-8ceb-4a42-97dd-51e9ede8d051,,,Max Ophüls,5b808273-b9b6-4765-bb03-dd564a74469a,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
1968,Reconstruction,4ce2b75fe2a9d,Romania,ca9e32a8-0b25-429e-b7b1-750f7ffdc778,,,Lucian Pintilie,6a86e58e-d0c9-46e2-b8a9-1e4059e8fcc5,Unspecified,16a77ed4-6ebd-4f0e-8cb7-413d43949792,Director,90864f57-e690-4cec-945d-d2a1b3a179d3
